start_at,symbol,period,open,high,low,close
1650931200,LUNAUSD,1,96.96,96.98,96.88,96.93
1650931260,LUNAUSD,1,96.93,96.93,96.89,96.91
1650931320,LUNAUSD,1,96.91,96.91,96.84,96.89
1650931380,LUNAUSD,1,96.89,97.09,96.88,96.88
1650931440,LUNAUSD,1,96.88,96.92,96.85,96.88
1650931500,LUNAUSD,1,96.88,97.13,96.88,97.13
1650931560,LUNAUSD,1,97.13,97.17,97.04,97.05
1650931620,LUNAUSD,1,97.05,97.1,96.93,96.94
1650931680,LUNAUSD,1,96.94,96.98,96.9,96.9
1650931740,LUNAUSD,1,96.9,96.93,96.89,96.9
1650931800,LUNAUSD,1,96.9,96.9,96.86,96.88
1650931860,LUNAUSD,1,96.88,96.88,96.82,96.82
1650931920,LUNAUSD,1,96.82,96.84,96.79,96.81
1650931980,LUNAUSD,1,96.81,96.82,96.71,96.78
1650932040,LUNAUSD,1,96.78,96.93,96.77,96.93
1650932100,LUNAUSD,1,96.93,96.93,96.84,96.88
1650932160,LUNAUSD,1,96.88,96.88,96.78,96.83
1650932220,LUNAUSD,1,96.83,96.83,96.69,96.69
1650932280,LUNAUSD,1,96.69,96.71,96.65,96.7
1650932340,LUNAUSD,1,96.7,96.75,96.68,96.69
1650932400,LUNAUSD,1,96.69,96.74,96.65,96.66
1650932460,LUNAUSD,1,96.66,96.86,96.66,96.79
1650932520,LUNAUSD,1,96.79,96.82,96.73,96.8
1650932580,LUNAUSD,1,96.8,96.87,96.8,96.82
1650932640,LUNAUSD,1,96.82,96.83,96.7,96.71
1650932700,LUNAUSD,1,96.71,96.76,96.7,96.71
1650932760,LUNAUSD,1,96.71,96.79,96.69,96.74
1650932820,LUNAUSD,1,96.74,96.8,96.7,96.7
1650932880,LUNAUSD,1,96.7,96.7,96.62,96.68
1650932940,LUNAUSD,1,96.68,96.69,96.61,96.62
1650933000,LUNAUSD,1,96.62,96.67,96.57,96.64
1650933060,LUNAUSD,1,96.64,96.66,96.6,96.6
1650933120,LUNAUSD,1,96.6,96.64,96.59,96.64
1650933180,LUNAUSD,1,96.64,96.69,96.6,96.65
1650933240,LUNAUSD,1,96.65,96.74,96.64,96.74
1650933300,LUNAUSD,1,96.74,96.83,96.74,96.82
1650933360,LUNAUSD,1,96.82,97.18,96.82,97.18
1650933420,LUNAUSD,1,97.18,97.36,97.18,97.33
1650933480,LUNAUSD,1,97.33,97.35,97.3,97.34
1650933540,LUNAUSD,1,97.34,97.34,97.13,97.13
1650933600,LUNAUSD,1,97.13,97.13,96.85,96.89
1650933660,LUNAUSD,1,96.89,96.97,96.89,96.9
1650933720,LUNAUSD,1,96.9,96.92,96.81,96.88
1650933780,LUNAUSD,1,96.88,96.89,96.79,96.87
1650933840,LUNAUSD,1,96.87,96.9,96.79,96.79
1650933900,LUNAUSD,1,96.79,96.95,96.77,96.94
1650933960,LUNAUSD,1,96.94,96.94,96.82,96.85
1650934020,LUNAUSD,1,96.85,96.87,96.75,96.78
1650934080,LUNAUSD,1,96.78,96.83,96.76,96.76
1650934140,LUNAUSD,1,96.76,96.81,96.75,96.75
1650934200,LUNAUSD,1,96.75,96.75,96.71,96.71
1650934260,LUNAUSD,1,96.71,96.75,96.68,96.71
1650934320,LUNAUSD,1,96.71,96.77,96.7,96.77
1650934380,LUNAUSD,1,96.77,96.77,96.69,96.71
1650934440,LUNAUSD,1,96.71,96.73,96.68,96.7
1650934500,LUNAUSD,1,96.7,96.7,96.66,96.66
1650934560,LUNAUSD,1,96.66,96.71,96.66,96.68
1650934620,LUNAUSD,1,96.68,96.69,96.53,96.53
1650934680,LUNAUSD,1,96.53,96.6,96.53,96.59
1650934740,LUNAUSD,1,96.59,96.59,96.51,96.55
1650934800,LUNAUSD,1,96.55,96.58,96.46,96.47
1650934860,LUNAUSD,1,96.47,96.52,96.44,96.44
1650934920,LUNAUSD,1,96.44,96.48,96.42,96.42
