start_at,symbol,period,open,high,low,close
1573430400,ETHUSD,1,188.91,188.99,188.91,188.99
1573430460,ETHUSD,1,188.99,189.16,188.99,189.16
1573430520,ETHUSD,1,189.16,189.2,189.15,189.15
1573430580,ETHUSD,1,189.15,189.15,189.14,189.14
1573430640,ETHUSD,1,189.14,189.18,189.14,189.18
1573430700,ETHUSD,1,189.18,189.18,189.14,189.15
1573430760,ETHUSD,1,189.15,189.17,189.15,189.17
1573430820,ETHUSD,1,189.17,189.18,189.16,189.17
1573430880,ETHUSD,1,189.17,189.19,189.17,189.19
1573430940,ETHUSD,1,189.19,189.19,189.18,189.19
1573431000,ETHUSD,1,189.19,189.2,189.17,189.2
1573431060,ETHUSD,1,189.2,189.2,189.2,189.2
1573431120,ETHUSD,1,189.2,189.2,189.2,189.2
1573431180,ETHUSD,1,189.2,189.2,189.14,189.2
1573431240,ETHUSD,1,189.2,189.2,189.2,189.2
1573431300,ETHUSD,1,189.2,189.2,189.13,189.15
1573431360,ETHUSD,1,189.15,189.16,189.15,189.15
1573431420,ETHUSD,1,189.15,189.15,189.06,189.11
1573431480,ETHUSD,1,189.11,189.11,189.09,189.09
1573431540,ETHUSD,1,189.09,189.13,189.09,189.11
1573431600,ETHUSD,1,189.11,189.14,189.11,189.14
1573431660,ETHUSD,1,189.14,189.19,189.12,189.19
1573431720,ETHUSD,1,189.19,189.33,189.19,189.33
1573431780,ETHUSD,1,189.33,189.33,189.2,189.2
1573431840,ETHUSD,1,189.2,189.24,189.14,189.17
1573431900,ETHUSD,1,189.17,189.26,189.17,189.26
1573431960,ETHUSD,1,189.26,189.28,189.17,189.19
1573432020,ETHUSD,1,189.19,189.2,189.19,189.2
1573432080,ETHUSD,1,189.2,189.2,189.14,189.16
1573432140,ETHUSD,1,189.16,189.19,189.16,189.19
1573432200,ETHUSD,1,189.19,189.29,189.19,189.29
1573432260,ETHUSD,1,189.29,189.29,189.24,189.25
1573432320,ETHUSD,1,189.25,189.33,189.25,189.33
1573432380,ETHUSD,1,189.33,189.33,189.28,189.28
1573432440,ETHUSD,1,189.28,189.32,189.24,189.28
1573432500,ETHUSD,1,189.28,189.35,189.26,189.35
1573432560,ETHUSD,1,189.35,189.35,189.31,189.31
1573432620,ETHUSD,1,189.31,189.31,189.29,189.29
1573432680,ETHUSD,1,189.29,189.31,189.29,189.31
