start_at,symbol,period,open,high,low,close
1574380800,ETHUSD,1,160.9,160.9,160.9,160.9
1574380860,ETHUSD,1,160.9,160.92,160.89,160.92
1574380920,ETHUSD,1,160.92,160.99,160.92,160.99
1574380980,ETHUSD,1,160.99,161.03,160.99,161.02
1574381040,ETHUSD,1,161.02,161.04,161.01,161.03
1574381100,ETHUSD,1,161.03,161.05,161.02,161.05
1574381160,ETHUSD,1,161.05,161.05,161.0,161.04
1574381220,ETHUSD,1,161.04,161.05,160.99,160.99
1574381280,ETHUSD,1,160.99,161.02,160.99,161.01
1574381340,ETHUSD,1,161.01,161.09,161.0,161.08
1574381400,ETHUSD,1,161.08,161.09,161.08,161.08
1574381460,ETHUSD,1,161.08,161.09,160.93,160.95
1574381520,ETHUSD,1,160.95,160.99,160.95,160.99
1574381580,ETHUSD,1,160.99,161.07,160.95,161.07
1574381640,ETHUSD,1,161.07,161.07,161.07,161.07
1574381700,ETHUSD,1,161.07,161.07,160.93,160.93
1574381760,ETHUSD,1,160.93,160.98,160.93,160.98
1574381820,ETHUSD,1,160.98,161.01,160.95,160.95
1574381880,ETHUSD,1,160.95,160.98,160.92,160.97
1574381940,ETHUSD,1,160.97,160.99,160.95,160.98
1574382000,ETHUSD,1,160.98,160.99,160.97,160.99
1574382060,ETHUSD,1,160.99,161.01,160.99,161.0
1574382120,ETHUSD,1,161.0,161.02,160.99,161.02
1574382180,ETHUSD,1,161.02,161.02,161.02,161.02
1574382240,ETHUSD,1,161.02,161.02,160.87,160.88
1574382300,ETHUSD,1,160.88,160.98,160.88,160.96
1574382360,ETHUSD,1,160.96,161.01,160.93,161.01
1574382420,ETHUSD,1,161.01,161.01,161.01,161.01
1574382480,ETHUSD,1,161.01,161.02,161.0,161.01
1574382540,ETHUSD,1,161.01,161.02,161.01,161.02
1574382600,ETHUSD,1,161.02,161.19,161.01,161.19
1574382660,ETHUSD,1,161.19,161.32,161.19,161.24
1574382720,ETHUSD,1,161.24,161.38,161.24,161.32
1574382780,ETHUSD,1,161.32,161.32,161.27,161.27
